org_id,pwsid,is_multiple_pwsid,supplier_name,uwmp_year,forecast_start_date,forecast_end_date,water_use_acre_feet,water_supplies_acre_feet,benefit_supply_augmentation_acre_feet,benefit_demand_reduction_acre_feet
2524,CA5010019,FALSE,turlock  city of,2020,2024-01-01,2024-12-31,11455,14208,NA,NA
2528,CA3010046,FALSE,tustin  city of,2020,2024-01-01,2024-12-31,10763,10763,0,0
2530,CA3610049,FALSE,twentynine palms water district,2020,2024-01-01,2024-12-31,2930,6995,0,0
2536,CA2310003,FALSE,ukiah  city of,2020,2024-01-01,2024-12-31,2983,11534,0,298
2540,NA,NA,united water conservation district,2020,2024-01-01,2024-12-31,13127,13127,0,0
2541,CA3610050,FALSE,upland  city of,2020,2024-01-01,2024-12-31,21581,21581,NA,NA
2543,NA,NA,upper san gabriel valley municipal water,2020,2024-01-01,2024-12-31,94718,47910,NA,9472
2597,CA4810008,FALSE,vacaville  city of,2020,2024-01-01,2024-12-31,18482,19524,NA,5545
2602,CA3710002,FALSE,vallecitos water district,2020,2024-01-01,2024-12-31,5803,5803,NA,NA
2603,"CA4810007, CA4810021",TRUE,vallejo  city of,2020,2024-01-01,2024-12-31,28806,29078,NA,NA
2604,CA3710026,FALSE,valley center municipal water district,2020,2024-01-01,2024-12-31,20021,20021,0,0
2605,CA1910009,FALSE,valley county water district,2020,2024-01-01,2024-12-31,6572,6742,0,0
2610,CA4910013,FALSE,valley of the moon water district,2020,2024-01-01,2024-12-31,2893,3200,0,0
2618,CA1910166,FALSE,valley water company,2020,2024-01-01,2024-12-31,3278,4166,0,0
2626,CA1510029,FALSE,vaughn water company,2020,2024-01-01,2024-12-31,4953,5200,NA,1000
2629,CA,FALSE,ventura county waterworks district no 01 - moorpark,2020,2024-01-01,2024-12-31,9193,13186,0,0
2631,CA5610023,FALSE,ventura county waterworks district no 08 - simi valley,2020,2024-01-01,2024-12-31,21382,22822,NA,NA
2633,CA1910167,FALSE,vernon  city of,2020,2024-01-01,2024-12-31,7200,8339,NA,NA
2635,CA3610052,FALSE,victorville water district,2020,2024-01-01,2024-12-31,25896,25896,NA,NA
2649,CA3710027,FALSE,vista irrigation district,2020,2024-01-01,2024-12-31,19944,19944,0,0
2661,CA1910234,FALSE,walnut valley water district,2020,2024-01-01,2024-12-31,20606,21158,0,0
2662,CA1510021,FALSE,wasco  city of,2020,2024-01-01,2024-12-31,1074,2100,NA,NA
2667,NA,NA,water facilities authority,2020,2024-01-01,2024-12-31,32076,27606,0,4470
2669,CA4410011,FALSE,watsonville  city of,2020,2024-01-01,2024-12-31,7789,21000,NA,654
2675,NA,NA,west basin municipal water district,2020,2024-01-01,2024-12-31,145120,145120,0,0
2679,CA1510022,FALSE,west kern water district,2020,2024-01-01,2024-12-31,12756,7900,3580,1276
2683,CA5710003,FALSE,west sacramento  city of,2020,2024-01-01,2024-12-31,14780,29214,NA,NA
2690,CA3610004,FALSE,west valley water district,2020,2024-01-01,2024-12-31,25066,28825,NA,NA
2691,CA4110027,FALSE,westborough water district,2020,2024-01-01,2024-12-31,317,157,0,160
2697,"CA3310036, CA3310076, CA3310049",TRUE,western municipal water district of riverside,2020,2024-01-01,2024-12-31,29449,34152,NA,NA
2704,CA3010064,FALSE,westminster  city of,2020,2024-01-01,2024-12-31,11655,11655,0,0
2723,CA1910173,FALSE,whittier  city of,2020,2024-01-01,2024-12-31,7948,7904,0,44
2751,CA4910017,FALSE,windsor  town of,2020,2024-01-01,2024-12-31,6301,4596,0,1705
2766,CA5710006,FALSE,woodland  city of,2020,2024-01-01,2024-12-31,13198,30617,NA,NA
4811,NA,NA,woodland-davis clean water agency,2020,2024-01-01,2024-12-31,20024,19929,NA,NA
2782,CA3010037,FALSE,yorba linda water district,2020,2024-01-01,2024-12-31,20321,20321,0,0
2789,CA4710011,FALSE,yreka  city of,2020,2024-01-01,2024-12-31,1900,7051,0,0
2790,CA5110002,FALSE,yuba city,2020,2024-01-01,2024-12-31,15586,21914,NA,NA
2793,CA3610055,FALSE,yucaipa valley water district,2020,2024-01-01,2024-12-31,12450,58970,NA,NA
13,CA3610001,FALSE,adelanto  city of,2020,2025-01-01,2025-12-31,3718,64406,NA,NA
22,NA,NA,alameda county flood control district  zone 7,2020,2025-01-01,2025-12-31,50300,62800,NA,NA
23,CA0110001,FALSE,alameda county water district,2020,2025-01-01,2025-12-31,44665,53687,0,0
30,CA1910001,FALSE,alhambra  city of,2020,2025-01-01,2025-12-31,9830,8840,0,990
55,"CA0310012, CA0300002, CA0310019, CA0310003, CA0310002",TRUE,amador water agency,2020,2025-01-01,2025-12-31,7954,18820,0,1989
57,CA2810005,FALSE,american canyon  city of,2020,2025-01-01,2025-12-31,2918,2807,111,NA
64,CA3010001,FALSE,anaheim  city of,2020,2025-01-01,2025-12-31,59443,59443,NA,NA
66,CA4510001,FALSE,anderson  city of,2020,2025-01-01,2025-12-31,922,1048,NA,NA
79,NA,NA,antelope valley - east kern water agency,2020,2025-01-01,2025-12-31,44440,32100,12340,0
82,CA0710001,FALSE,antioch  city of,2020,2025-01-01,2025-12-31,4680,4841,NA,NA
87,CA3610003,FALSE,apple valley ranchos water company,2020,2025-01-01,2025-12-31,14296,13515,0,781
93,CA1910003,FALSE,arcadia  city of,2020,2025-01-01,2025-12-31,12960,12369,0,591
94,"CA1210001, CA1210021",TRUE,arcata  city of,2020,2025-01-01,2025-12-31,651,1369,NA,NA
99,CA4010001,FALSE,arroyo grande  city of,2020,2025-01-01,2025-12-31,2365,2807,NA,NA
102,CA1510001,FALSE,arvin community service district,2020,2025-01-01,2025-12-31,1057,1057,0,529
107,CA4010002,FALSE,atascadero mutual water company,2020,2025-01-01,2025-12-31,1801,1801,NA,NA
110,CA2410001,FALSE,atwater  city of,2020,2025-01-01,2025-12-31,8677,8677,NA,NA
117,CA1910007,FALSE,azusa light and water,2020,2025-01-01,2025-12-31,18552,23447,0,0
123,CA1510031,FALSE,bakersfield  city of,2020,2025-01-01,2025-12-31,50190,42662,NA,7528
124,CA1010001,FALSE,bakman water company,2020,2025-01-01,2025-12-31,1213,1213,0,0
129,CA3310006,FALSE,banning  city of,2020,2025-01-01,2025-12-31,9684,9684,0,968
159,CA3310002,FALSE,beaumont - cherry valley water district,2020,2025-01-01,2025-12-31,15429,10639,161,4629
167,CA4510014,FALSE,bella vista water district,2020,2025-01-01,2025-12-31,10138,6586,900,2652
170,CA1910013,FALSE,bellflower - somerset mutual water company,2020,2025-01-01,2025-12-31,5878,5093,NA,785
178,CA4810001,FALSE,benicia  city of,2020,2025-01-01,2025-12-31,10247,17006,NA,NA
193,CA1910156,FALSE,beverly hills  city of,2020,2025-01-01,2025-12-31,11969,11969,NA,NA
197,CA3610008,FALSE,big bear community services district,2020,2025-01-01,2025-12-31,1185,1185,0,0
198,"CA3610044, CA3600395, CA3600283, CA3610022",TRUE,big bear lake  city of,2020,2025-01-01,2025-12-31,2147,3100,NA,NA
241,CA3310003,FALSE,blythe  city of,2020,2025-01-01,2025-12-31,3530,6900,0,353
262,CA1310001,FALSE,brawley  city of,2020,2025-01-01,2025-12-31,2251,3110,NA,NA
263,CA3010002,FALSE,brea  city of,2020,2025-01-01,2025-12-31,10115,10115,0,0
264,CA0710004,FALSE,brentwood  city of,2020,2025-01-01,2025-12-31,4181,6231,NA,NA
283,CA3010003,FALSE,buena park  city of,2020,2025-01-01,2025-12-31,15161,15161,0,0
285,CA1910179,FALSE,burbank  city of,2020,2025-01-01,2025-12-31,28197,28197,0,0
286,CA4110003,FALSE,burlingame  city of,2020,2025-01-01,2025-12-31,1249,662,NA,587
351,"CA0510005, CA0510006, CA0510017, CA0510016, CA0510019, CA0510004",TRUE,calaveras county water district,2020,2025-01-01,2025-12-31,12388,73810,0,7
353,CA1310002,FALSE,calexico  city of,2020,2025-01-01,2025-12-31,2390,2920,0,239
368,"CA1910139, CA1910186, CA1910052",TRUE,california american water company - los angeles division,2020,2025-01-01,2025-12-31,21595,21595,0,0
369,"CA2701882, CA2710022, CA2710004, CA2701466",TRUE,california american water company - monterey district,2020,2025-01-01,2025-12-31,10442,4450,0,5992
372,"CA3410045, CA3110150, CA3410027, CA3410017, CA3410013, CA3410012, CA3410023, CA5700712, CA3410031, CA3410010, CA3410047",TRUE,california american water company - sacramento district,2020,2025-01-01,2025-12-31,10555,41559,0,0
373,CA3710001,FALSE,california american water company - san diego district,2020,2025-01-01,2025-12-31,3297,3957,NA,NA
376,"CA5610040, CA5610081",TRUE,california american water company - ventura district,2020,2025-01-01,2025-12-31,16662,18559,0,0
384,"CA1500333, CA1910243, CA1910010, CA1910242",TRUE,california water service company antelope valley,2020,2025-01-01,2025-12-31,726,726,NA,NA
386,"CA1510003, CA1510055",TRUE,california water service company bakersfield,2020,2025-01-01,2025-12-31,62188,62188,NA,NA
387,CA4110006,FALSE,california water service company bear gulch,2020,2025-01-01,2025-12-31,13699,7260,0,6439
388,"CA0410002, CA1110002",TRUE,california water service company chico district,2020,2025-01-01,2025-12-31,25355,25355,NA,NA
390,CA4810002,FALSE,"california water service company dixon, city of",2020,2025-01-01,2025-12-31,1423,1423,NA,NA
391,CA1910033,FALSE,california water service company dominguez,2020,2025-01-01,2025-12-31,34038,34038,NA,NA
392,CA1910036,FALSE,california water service company east los angeles,2020,2025-01-01,2025-12-31,14477,14477,NA,NA
396,CA1910134,FALSE,california water service company hermosa/redondo,2020,2025-01-01,2025-12-31,11228,11228,NA,NA
397,"CA1510026, CA1510043, CA1500407, CA1510049, CA1510056, CA1510039, CA1510033",TRUE,california water service company kern river valley,2020,2025-01-01,2025-12-31,790,790,NA,NA
398,CA2710009,FALSE,california water service company king city,2020,2025-01-01,2025-12-31,1762,1762,NA,NA
401,CA0110003,FALSE,california water service company livermore,2020,2025-01-01,2025-12-31,9822,9822,NA,NA
402,CA4310001,FALSE,california water service company los altos/suburban,2020,2025-01-01,2025-12-31,14070,14070,NA,NA
405,CA5810001,FALSE,california water service company marysville,2020,2025-01-01,2025-12-31,2084,2084,NA,NA
420,"CA4110008, CA4110007",TRUE,california water service company mid peninsula,2020,2025-01-01,2025-12-31,15031,7966,0,7065
412,CA0410005,FALSE,california water service company oroville,2020,2025-01-01,2025-12-31,2833,2833,NA,NA
413,CA1910104,FALSE,california water service company palos verdes,2020,2025-01-01,2025-12-31,18476,18476,NA,NA
416,"CA1710005, CA4900546, CA2110007, CA4910018, CA4900514, CA4900785",TRUE,california water service company redwood valley,2020,2025-01-01,2025-12-31,377,377,NA,NA
417,"CA2701929, CA2710012, CA2710019, CA2710013, CA2710010",TRUE,california water service company salinas district,2020,2025-01-01,2025-12-31,17489,17489,NA,NA
421,CA1010024,FALSE,california water service company selma,2020,2025-01-01,2025-12-31,4677,4677,NA,NA
422,CA4110009,FALSE,california water service company south san francisco,2020,2025-01-01,2025-12-31,8009,4966,0,3043
424,CA3910001,FALSE,california water service company stockton,2020,2025-01-01,2025-12-31,24776,24776,NA,NA
427,"CA5400935, CA5410016, CA5410041",TRUE,california water service company visalia,2020,2025-01-01,2025-12-31,33543,33543,NA,NA
428,CA5610016,FALSE,california water service company westlake,2020,2025-01-01,2025-12-31,7662,7662,NA,NA
429,CA1110003,FALSE,california water service company willows,2020,2025-01-01,2025-12-31,1610,1610,NA,NA
433,NA,NA,calleguas municipal water district,2020,2025-01-01,2025-12-31,89782,117282,NA,NA
443,CA5610019,FALSE,camarillo  city of,2020,2025-01-01,2025-12-31,6463,12257,0,0
445,CA4010014,FALSE,cambria community service district,2020,2025-01-01,2025-12-31,580,494,0,116
467,CA5610063,FALSE,camrosa water district,2020,2025-01-01,2025-12-31,15723,26800,NA,NA
478,CA3710005,FALSE,carlsbad municipal water district,2020,2025-01-01,2025-12-31,22116,22116,0,0
481,CA3410004,FALSE,carmichael water district,2020,2025-01-01,2025-12-31,9303,43920,NA,NA
485,CA4210001,FALSE,carpinteria valley water district,2020,2025-01-01,2025-12-31,4000,3745,0,1200
495,CA5610024,FALSE,casitas municipal water district,2020,2025-01-01,2025-12-31,14525,10626,2000,1899
1050,CA5610014,FALSE,casitas municipal water district - ojai,2020,2025-01-01,2025-12-31,1850,1663,500,NA
510,NA,NA,central basin municipal water district,2020,2025-01-01,2025-12-31,260234,308033,0,0
514,NA,NA,central coast water authority,2020,2025-01-01,2025-12-31,7478,7478,0,0
522,CA5010028,FALSE,ceres  city of,2020,2025-01-01,2025-12-31,2996,8258,NA,NA
524,CA1910019,FALSE,cerritos  city of,2020,2025-01-01,2025-12-31,11282,9946,0,1336
545,CA3610012,FALSE,chino  city of,2020,2025-01-01,2025-12-31,20873,20025,0,848
546,NA,NA,chino basin desalter authority,2020,2025-01-01,2025-12-31,40000,40000,0,0
547,CA3610036,FALSE,chino hills  city of,2020,2025-01-01,2025-12-31,17060,29526,NA,NA
2979,CA2010001,FALSE,"chowchilla, city of water department",2020,2025-01-01,2025-12-31,1077,3532,NA,NA
561,CA3410006,FALSE,citrus heights water district,2020,2025-01-01,2025-12-31,10072,10072,NA,NA
572,CA4910002,FALSE,cloverdale  city of,2020,2025-01-01,2025-12-31,532,477,NA,80
574,CA1010003,FALSE,clovis  city of,2020,2025-01-01,2025-12-31,36637,45893,0,1412
575,CA3310007,FALSE,coachella  city of,2020,2025-01-01,2025-12-31,10869,10869,NA,NA
577,"CA3310001, CA3310048, CA1310011",TRUE,coachella valley water district,2020,2025-01-01,2025-12-31,137061,137061,NA,NA
578,CA1010004,FALSE,coalinga  city of,2020,2025-01-01,2025-12-31,1509,1467,NA,75
583,CA4110011,FALSE,coastside county water district,2020,2025-01-01,2025-12-31,704,287,0,417
596,CA3610014,FALSE,colton  city of,2020,2025-01-01,2025-12-31,10734,12345,NA,NA
607,CA1910026,FALSE,compton  city of,2020,2025-01-01,2025-12-31,6975,7580,NA,NA
613,CA0710003,FALSE,contra costa water district,2020,2025-01-01,2025-12-31,126300,117200,NA,9100
618,CA1610004,FALSE,corcoran  city of,2020,2025-01-01,2025-12-31,6032,6842,NA,NA
624,CA3310037,FALSE,corona  city of,2020,2025-01-01,2025-12-31,39239,43955,NA,NA
644,CA1910127,FALSE,covina  city of,2020,2025-01-01,2025-12-31,4821,4633,0,188
649,CA0810001,FALSE,crescent city,2020,2025-01-01,2025-12-31,809,809,NA,NA
651,CA1910028,FALSE,crescenta valley community water district,2020,2025-01-01,2025-12-31,3979,5748,0,0
654,CA3610015,FALSE,crestline village water district,2020,2025-01-01,2025-12-31,178135,326927,NA,NA
664,CA3610018,FALSE,cucamonga valley water district,2020,2025-01-01,2025-12-31,43552,40166,0,3386
673,CA4110013,FALSE,daly city,2020,2025-01-01,2025-12-31,2133,2026,NA,107
678,CA5710001,FALSE,davis  city of,2020,2025-01-01,2025-12-31,12453,19762,NA,NA
699,CA0410011,FALSE,del oro water company,2020,2025-01-01,2025-12-31,438125,438356,NA,31743
711,CA1510005,FALSE,delano  city of,2020,2025-01-01,2025-12-31,13655,13655,0,0
727,CA3310005,FALSE,desert water agency,2020,2025-01-01,2025-12-31,39641,39641,NA,NA
731,CA0710007,FALSE,diablo water district,2020,2025-01-01,2025-12-31,2580,3555,NA,NA
737,CA5410002,FALSE,dinuba  city of,2020,2025-01-01,2025-12-31,1845,1568,0,277
739,CA0710009,FALSE,discovery bay community services district,2020,2025-01-01,2025-12-31,1424,2500,NA,NA
2998,CA4810009,FALSE,dixon  city of,2020,2025-01-01,2025-12-31,1458,1458,NA,NA
748,CA1910034,FALSE,downey  city of,2020,2025-01-01,2025-12-31,15366,13911,0,1455
759,CA0110009,FALSE,dublin san ramon services district,2020,2025-01-01,2025-12-31,15037,15037,NA,NA
775,CA0110005,FALSE,east bay municipal utility district,2020,2025-01-01,2025-12-31,66065,34310,21900,9855
784,CA1510006,FALSE,east niles community services district,2020,2025-01-01,2025-12-31,9243,9243,0,0
785,CA3010068,FALSE,east orange county water district,2020,2025-01-01,2025-12-31,901,901,0,0
787,CA4110024,FALSE,east palo alto  city of,2020,2025-01-01,2025-12-31,692,341,131.4,220
793,CA3610064,FALSE,east valley water district,2020,2025-01-01,2025-12-31,21672,24923,NA,NA
794,CA3310009,FALSE,eastern municipal water district,2020,2025-01-01,2025-12-31,217500,217500,NA,16500
814,CA1310004,FALSE,el centro  city of,2020,2025-01-01,2025-12-31,7835,7835,0,0
816,"CA0910018, CA0910017, CA0910001",TRUE,el dorado irrigation district,2020,2025-01-01,2025-12-31,40930,55300,NA,NA
821,CA1910038,FALSE,el monte  city of,2020,2025-01-01,2025-12-31,2720,2720,NA,NA
827,CA1910040,FALSE,el segundo  city of,2020,2025-01-01,2025-12-31,5438,4505,933,NA
830,CA3010079,FALSE,el toro water district,2020,2025-01-01,2025-12-31,9523,9523,0,0
835,CA3410008,FALSE,elk grove water district,2020,2025-01-01,2025-12-31,7670,13000,NA,NA
842,CA3310012,FALSE,elsinore valley municipal water district,2020,2025-01-01,2025-12-31,29825,38111,NA,NA
851,CA3710006,FALSE,escondido  city of,2020,2025-01-01,2025-12-31,26364,26364,0,0
856,CA4110021,FALSE,estero municipal improvement district,2020,2025-01-01,2025-12-31,1615,873,0,742
859,CA1210004,FALSE,eureka  city of,2020,2025-01-01,2025-12-31,1019,2555,NA,NA
866,CA3410009,FALSE,fair oaks water district,2020,2025-01-01,2025-12-31,11768,23718,NA,NA
867,CA4810003,FALSE,fairfield  city of,2020,2025-01-01,2025-12-31,7106,13053,NA,NA
873,CA3710008,FALSE,fallbrook public utility district,2020,2025-01-01,2025-12-31,11541,11541,NA,NA
890,CA5610002,FALSE,fillmore  city of,2020,2025-01-01,2025-12-31,1832,7506,NA,NA
904,"CA3410030, CA3410014",TRUE,folsom  city of,2020,2025-01-01,2025-12-31,20517,32720,NA,NA
909,NA,NA,foothill municipal water district,2020,2025-01-01,2025-12-31,8747,11773,0,0
920,CA1210006,FALSE,fortuna  city of,2020,2025-01-01,2025-12-31,462,462,NA,NA
924,CA3010069,FALSE,fountain valley  city of,2020,2025-01-01,2025-12-31,10588,10588,0,0
934,CA1010007,FALSE,fresno  city of,2020,2025-01-01,2025-12-31,196504,300911,0,0
967,CA3010010,FALSE,fullerton  city of,2020,2025-01-01,2025-12-31,27194,27194,0,0
972,CA3410011,FALSE,galt  city of,2020,2025-01-01,2025-12-31,5552,5552,NA,NA
977,CA3010062,FALSE,garden grove  city of,2020,2025-01-01,2025-12-31,23943,23943,0,0
990,CA0910013,FALSE,georgetown divide public utility district,2020,2025-01-01,2025-12-31,9278,11890,0,3457
995,CA4310004,FALSE,gilroy  city of,2020,2025-01-01,2025-12-31,10319,18613,NA,NA
1004,CA1910043,FALSE,glendale  city of,2020,2025-01-01,2025-12-31,21587,10876,6394,4317
1005,CA1910044,FALSE,glendora  city of,2020,2025-01-01,2025-12-31,9993,8838,0,1155
1029,CA1910004,FALSE,golden state water company - artesia,2020,2025-01-01,2025-12-31,5620,5620,NA,NA
1030,CA1910004,FALSE,golden state water company - barstow,2020,2025-01-01,2025-12-31,5435,15128,NA,NA
1031,CA0710002,FALSE,golden state water company - bay point,2020,2025-01-01,2025-12-31,1951,1951,NA,NA
1032,CA1910011,FALSE,golden state water company - bell-bell gardens,2020,2025-01-01,2025-12-31,5100,5100,NA,NA
1034,CA1910024,FALSE,golden state water company - claremont,2020,2025-01-01,2025-12-31,9257,8161,0,1096
1036,CA3410015,FALSE,golden state water company - cordova,2020,2025-01-01,2025-12-31,14966,14966,NA,NA
1038,CA1910030,FALSE,golden state water company - culver city,2020,2025-01-01,2025-12-31,5502,5502,NA,NA
1041,CA1910077,FALSE,golden state water company - florence graham,2020,2025-01-01,2025-12-31,5328,5328,NA,NA
1049,CA1910098,FALSE,golden state water company - norwalk,2020,2025-01-01,2025-12-31,4801,4801,NA,NA
1052,CA4210016,FALSE,golden state water company - orcutt,2020,2025-01-01,2025-12-31,6715,6715,NA,NA
1053,CA3010035,FALSE,golden state water company - placentia,2020,2025-01-01,2025-12-31,7323,7323,NA,NA
1054,CA1910142,FALSE,golden state water company - san dimas,2020,2025-01-01,2025-12-31,9359,9546,0,0
1057,CA5610059,FALSE,golden state water company - simi valley,2020,2025-01-01,2025-12-31,6668,6668,NA,NA
1058,CA1910212,FALSE,golden state water company - south arcadia,2020,2025-01-01,2025-12-31,3250,3250,NA,NA
1059,CA1910223,FALSE,golden state water company - south san gabriel,2020,2025-01-01,2025-12-31,2636,2636,NA,NA
1060,CA1910155,FALSE,golden state water company - southwest,2020,2025-01-01,2025-12-31,29633,29633,NA,NA
1062,CA3010022,FALSE,golden state water company - west orange,2020,2025-01-01,2025-12-31,15551,15551,NA,NA
1068,CA4210004,FALSE,goleta water district,2020,2025-01-01,2025-12-31,12133,11564,0,3033
1083,CA4310022,FALSE,great oaks water company incorporated,2020,2025-01-01,2025-12-31,2206,3628,NA,NA
1094,CA1510024,FALSE,greenfield county water district,2020,2025-01-01,2025-12-31,2704,9722,NA,NA
1109,CA5510009,FALSE,groveland community services district,2020,2025-01-01,2025-12-31,181,138,NA,43
1110,CA4010004,FALSE,grover beach  city of,2020,2025-01-01,2025-12-31,1375,1624,NA,NA
1125,CA1610003,FALSE,hanford  city of,2020,2025-01-01,2025-12-31,12971,15110,NA,NA
1142,CA1910047,FALSE,hawthorne  city of,2020,2025-01-01,2025-12-31,4025,4025,NA,NA
1143,CA0110006,FALSE,hayward  city of,2020,2025-01-01,2025-12-31,6563,3174,NA,3389
1144,CA4910005,FALSE,healdsburg  city of,2020,2025-01-01,2025-12-31,740,708,NA,NA
1154,CA3710010,FALSE,helix water district,2020,2025-01-01,2025-12-31,36664,38379,NA,NA
1157,CA3310016,FALSE,hemet  city of,2020,2025-01-01,2025-12-31,4017,3750,0,267
1166,CA3610024,FALSE,hesperia water district,2020,2025-01-01,2025-12-31,15250,15250,NA,NA
1167,CA3610073,FALSE,hi desert water district,2020,2025-01-01,2025-12-31,3056,3056,NA,NA
1181,CA4110016,FALSE,hillsborough  town of,2020,2025-01-01,2025-12-31,3564,1803,NA,1716
1188,CA3510001,FALSE,hollister  city of,2020,2025-01-01,2025-12-31,7140,6426,0,714
1209,NA,NA,humboldt bay municipal water district,2020,2025-01-01,2025-12-31,10083,15000,NA,NA
1210,CA1210009,FALSE,humboldt community services district,2020,2025-01-01,2025-12-31,730,1235,NA,NA
1215,CA3010053,FALSE,huntington beach  city of,2020,2025-01-01,2025-12-31,27983,27983,0,0
1217,CA1910049,FALSE,huntington park  city of,2020,2025-01-01,2025-12-31,4477,5100,0,448
1225,CA1310006,FALSE,imperial  city of,2020,2025-01-01,2025-12-31,1110,1110,0,111
1234,CA1510017,FALSE,indian wells valley water district,2020,2025-01-01,2025-12-31,6930,20000,NA,NA
1236,CA3310020,FALSE,indio  city of,2020,2025-01-01,2025-12-31,24972,24972,NA,NA
1238,CA1910051,FALSE,inglewood  city of,2020,2025-01-01,2025-12-31,11470,14250,NA,NA
1239,NA,NA,inland empire utilities agency,2020,2025-01-01,2025-12-31,120206,153329,0,0
1245,CA3010092,FALSE,irvine ranch water district,2020,2025-01-01,2025-12-31,78207,176679,NA,2419
1270,CA3610025,FALSE,joshua basin water district,2020,2025-01-01,2025-12-31,NA,NA,1279,1254
1273,CA3310021,FALSE,jurupa community service district,2020,2025-01-01,2025-12-31,18330,39199,NA,NA
1286,CA1010018,FALSE,kerman  city of,2020,2025-01-01,2025-12-31,1086,705,NA,381
1288,NA,NA,kern county water agency improvement district no 4,2020,2025-01-01,2025-12-31,62575,59593,2982,NA
1324,CA3010018,FALSE,la habra  city of,2020,2025-01-01,2025-12-31,9382,9382,0,0
1327,CA3010100,FALSE,la palma  city of,2020,2025-01-01,2025-12-31,1984,1984,0,0
1333,CA1910062,FALSE,la verne  city of,2020,2025-01-01,2025-12-31,6825,6981,0,0
1335,CA3010017,FALSE,laguna beach county water district,2020,2025-01-01,2025-12-31,3677,3677,NA,NA
1343,CA3610005,FALSE,lake arrowhead community services district,2020,2025-01-01,2025-12-31,1581,2298,0,258
1352,CA3310022,FALSE,lake hemet municipal water district,2020,2025-01-01,2025-12-31,16169,16169,NA,808
1368,CA3710013,FALSE,lakeside water district,2020,2025-01-01,2025-12-31,4564,4564,NA,NA
1370,CA1910239,FALSE,lakewood  city of,2020,2025-01-01,2025-12-31,7138,9882,0,0
1371,CA1510012,FALSE,lamont public utility district,2020,2025-01-01,2025-12-31,1303,2615,NA,NA
1384,CA1910225,FALSE,las virgenes municipal water district,2020,2025-01-01,2025-12-31,24204,24204,NA,NA
1388,CA3910015,FALSE,lathrop  city of,2020,2025-01-01,2025-12-31,8679,12604,0,0
1869,"CA1910021, CA1910161, CA1910211",TRUE,liberty utilities (park water) corp,2020,2025-01-01,2025-12-31,10230,9605,0,625
1424,CA3110004,FALSE,lincoln  city of,2020,2025-01-01,2025-12-31,14870,14870,NA,NA
1425,CA1910063,FALSE,lincoln avenue water company,2020,2025-01-01,2025-12-31,2069,3633,0,0
1427,CA5810002,FALSE,linda county water district,2020,2025-01-01,2025-12-31,4095,29195,2420,370
1432,CA5410006,FALSE,lindsay  city of,2020,2025-01-01,2025-12-31,2355,2500,NA,NA
1443,CA0110001,FALSE,livermore  city of,2020,2025-01-01,2025-12-31,2040,2040,0,0
1444,CA5010013,FALSE,livingston  city of,2020,2025-01-01,2025-12-31,3052,2708,NA,344
1450,CA3910004,FALSE,lodi  city of,2020,2025-01-01,2025-12-31,14663,15000,0,1467
1452,CA3610013,FALSE,loma linda  city of,2020,2025-01-01,2025-12-31,6191,7120,NA,NA
1456,CA1910073,FALSE,lomita  city of,2020,2025-01-01,2025-12-31,2261,4000,0,226
1459,CA4210006,FALSE,lompoc  city of,2020,2025-01-01,2025-12-31,5589,5784,0,0
1464,CA1910065,FALSE,long beach  city of,2020,2025-01-01,2025-12-31,53964,84752,NA,NA
1473,CA1910067,FALSE,los angeles city department of water and power,2020,2025-01-01,2025-12-31,655700,655700,NA,NA
1481,CA1910204,FALSE,los angeles county waterworks district 29 - malibu & marina del rey,2020,2025-01-01,2025-12-31,9019,9058,NA,NA
1484,"CA1910070, CA1910027, CA1910005, CA1910025, CA1910203",TRUE,los angeles county waterworks district 40 - antelope valley,2020,2025-01-01,2025-12-31,55164,72165,NA,NA
1487,CA2410005,FALSE,los banos  city of,2020,2025-01-01,2025-12-31,8340,8340,0,0
1506,CA1910079,FALSE,lynwood  city of,2020,2025-01-01,2025-12-31,6203,7942,NA,NA
1510,CA2010002,FALSE,madera  city of,2020,2025-01-01,2025-12-31,14870,14870,0,4461
1533,CA2610001,FALSE,mammoth community water district,2020,2025-01-01,2025-12-31,2542,1955,NA,760
1536,CA1910083,FALSE,manhattan beach  city of,2020,2025-01-01,2025-12-31,5206,4878,0,328
1539,CA3910005,FALSE,manteca  city of,2020,2025-01-01,2025-12-31,16428,21227,NA,NA
1546,CA2110003,FALSE,marin municipal water district,2020,2025-01-01,2025-12-31,36661,69441,0,0
1547,"CA2710017, CA2790009",TRUE,marina coast water district,2020,2025-01-01,2025-12-31,4297,10900,0,0
1554,CA0710006,FALSE,martinez  city of,2020,2025-01-01,2025-12-31,4460,4139,NA,321
3056,CA1510013,FALSE,mcfarland  city of,2020,2025-01-01,2025-12-31,584,1496,NA,NA
1570,CA,FALSE,mckinleyville community services district,2020,2025-01-01,2025-12-31,463,949,0,0
1587,CA4110017,FALSE,menlo park  city of,2020,2025-01-01,2025-12-31,1296,628,0,668
1589,CA2410009,FALSE,merced  city of,2020,2025-01-01,2025-12-31,19534,19534,NA,NA
1596,CA3010004,FALSE,mesa water district,2020,2025-01-01,2025-12-31,18501,18501,0,0
1599,NA,NA,metropolitan water district of southern california,2020,2025-01-01,2025-12-31,1592000,1369000,223000,0
1605,CA4110001,FALSE,mid-peninsula water district,2020,2025-01-01,2025-12-31,1022,540,NA,482
